id_agente,categoria,origine,destinazione,famiglia,anni_stab,anni_lavoro,attrattivita,soglia,eta,emigrato,gravity,pp,uty_T,anno
25829,Lavoratore_Diploma,Campania,Lazio,false,3,3,0.6118,0.4552,23,true,0.2648,0.8222,0.6508,1
20310,Lavoratore_Diploma,Trentino-Alto Adige,Emilia-Romagna,true,23,23,-0.0208,0.7362,49,false,0.0629,-0.0816,-0.0925,1
30516,Lavoratore_Diploma,Friuli-Venezia Giulia,Emilia-Romagna,true,22,22,0.0618,0.8189,48,false,0.0239,0.1427,0.0000,1
27711,Lavoratore_Diploma,Puglia,Abruzzo,true,7,7,0.0322,0.8815,46,false,0.0126,0.0743,0.0000,1
39544,Disoccupato_Laurea,Sicilia,Lombardia,true,0,20,0.3627,0.8218,62,false,0.0230,0.8616,0.2096,1
22130,Lavoratore_Diploma,Veneto,Piemonte,true,16,16,0.0770,0.9422,42,false,0.0318,0.0688,0.1886,1
24819,Lavoratore_Laurea,Molise,Lazio,false,1,1,0.4895,0.3362,33,true,0.0121,0.7478,0.7008,1
38376,Lavoratore_Laurea,Emilia-Romagna,Lombardia,true,6,6,0.2244,0.5792,39,false,0.2591,0.2189,0.1598,1
37830,Lavoratore_Diploma,Valle d'Aosta,Lombardia,false,1,1,0.2553,0.4311,33,false,0.0092,0.3282,0.4264,1
32743,Lavoratore_Diploma,Lombardia,Friuli-Venezia Giulia,true,24,24,-0.1209,1.0006,48,false,0.0187,-0.3538,-0.0088,1
25815,Lavoratore_Diploma,Campania,Lazio,true,7,7,0.3176,0.7190,43,false,0.2648,0.5616,0.0000,1
24585,Lavoratore_Diploma,Molise,Lazio,false,11,11,0.4729,0.5888,37,false,0.0121,0.7394,0.6591,1
26937,Lavoratore_Diploma,Abruzzo,Puglia,false,2,2,-0.0781,0.6108,31,false,0.0126,-0.0856,-0.1612,1
24931,Lavoratore_Laurea,Molise,Piemonte,false,6,6,0.4737,0.7659,32,false,0.0007,0.6666,0.7481,1
31278,Lavoratore_Laurea,Toscana,Veneto,true,7,7,0.1019,0.5340,37,false,0.1509,0.0742,0.0458,1
39325,Lavoratore_Diploma,Sicilia,Lazio,true,10,10,0.2589,0.8280,37,false,0.0642,0.6418,0.0000,1
38021,Lavoratore_Laurea,Emilia-Romagna,Lazio,false,1,1,0.0778,0.3482,27,false,0.1059,0.0974,0.0368,1
25853,Lavoratore_Laurea,Campania,Trentino-Alto Adige,true,1,1,0.3766,0.8367,44,false,0.0056,0.5908,0.7931,1
32644,Lavoratore_Diploma,Lombardia,Trentino-Alto Adige,true,7,7,0.0087,0.6838,36,false,0.0883,-0.1295,0.0823,1
34956,Lavoratore_Laurea,Liguria,Lazio,false,1,1,0.1922,0.4258,28,false,0.0154,0.2980,0.2134,1
22891,Lavoratore_Diploma,Veneto,Liguria,true,9,9,-0.0188,0.8655,51,false,0.0192,-0.0755,0.0000,1
37020,Disoccupato_Diploma,Valle d'Aosta,Emilia-Romagna,false,0,1,0.1777,0.5015,19,false,0.0008,0.1067,0.3811,1
37106,Lavoratore_Diploma,Valle d'Aosta,Lazio,true,2,2,0.0505,0.9431,33,false,0.0005,0.1399,0.0000,1
34875,Lavoratore_Laurea,Liguria,Veneto,true,6,6,0.0482,0.6875,49,false,0.0192,0.0756,0.0619,1
28837,Lavoratore_Laurea,Piemonte,Friuli-Venezia Giulia,true,1,1,-0.1158,0.6005,24,false,0.0045,-0.1789,-0.1945,1
32887,Lavoratore_Diploma,Lombardia,Emilia-Romagna,true,2,2,0.0371,0.6929,40,false,0.2591,-0.2111,0.0000,1
39179,Disoccupato_Diploma,Sicilia,Liguria,false,0,2,0.3043,0.5491,22,false,0.0042,0.6238,0.1963,1
37709,Lavoratore_Diploma,Valle d'Aosta,Toscana,true,1,1,-0.0256,0.6717,25,false,0.0006,-0.0965,0.0583,1
37686,Lavoratore_Laurea,Valle d'Aosta,Veneto,true,10,10,0.0161,0.7623,46,false,0.0006,0.0017,0.0749,1
30333,Lavoratore_Diploma,Friuli-Venezia Giulia,Trentino-Alto Adige,true,2,2,0.1022,0.7241,49,false,0.0060,0.2243,0.0925,1
20596,Disoccupato_Diploma,Trentino-Alto Adige,Piemonte,false,0,3,-0.0035,0.4608,40,false,0.0121,-0.1005,0.0808,1
22530,Lavoratore_Diploma,Veneto,Valle d'Aosta,true,22,22,-0.0009,1.0897,53,false,0.0006,-0.0031,0.0000,1
39236,Lavoratore_Diploma,Sicilia,Emilia-Romagna,true,4,4,0.2140,1.0190,36,false,0.0161,0.5752,0.0000,1
30043,Lavoratore_Laurea,Friuli-Venezia Giulia,Emilia-Romagna,true,11,11,0.0721,0.5387,40,false,0.0239,0.1470,0.0431,1
27027,Lavoratore_Laurea,Puglia,Emilia-Romagna,true,7,7,0.2243,0.8725,39,false,0.0138,0.4443,0.2869,1
37004,Lavoratore_Laurea,Valle d'Aosta,Lombardia,true,2,2,0.1887,0.5176,39,false,0.0092,0.3133,0.3533,1
34970,Lavoratore_Diploma,Liguria,Sardegna,true,1,1,-0.2524,0.7131,29,false,0.0029,-0.4961,-0.2252,1
34959,Lavoratore_Laurea,Liguria,Friuli-Venezia Giulia,true,1,1,0.0169,0.5775,28,false,0.0024,0.0014,0.0672,1
21217,Disoccupato_Diploma,Calabria,Friuli-Venezia Giulia,false,0,11,0.4143,0.6357,45,false,0.0014,0.5927,0.6433,1
20165,Lavoratore_Diploma,Trentino-Alto Adige,Valle d'Aosta,true,5,5,-0.0745,0.8666,46,false,0.0002,-0.1549,-0.0925,1
24509,Lavoratore_Diploma,Molise,Lombardia,true,8,8,0.2857,1.2300,56,false,0.0022,0.7864,0.0088,1
37421,Lavoratore_Laurea,Valle d'Aosta,Liguria,true,2,2,-0.0191,0.5313,45,false,0.0011,-0.0741,0.0347,1
20085,Lavoratore_Diploma,Trentino-Alto Adige,Liguria,true,14,14,-0.0975,0.7725,45,false,0.0072,-0.2273,-0.0925,1
37600,Lavoratore_Diploma,Valle d'Aosta,Lombardia,true,15,15,0.1082,0.7123,46,false,0.0092,0.2845,0.0088,1
25504,Lavoratore_Diploma,Campania,Trentino-Alto Adige,true,8,8,0.3376,1.1041,40,false,0.0056,0.6213,0.5478,1
31753,Lavoratore_Laurea,Toscana,Emilia-Romagna,true,8,8,0.5237,0.6094,56,false,1.0000,0.1471,0.1680,1
36572,Lavoratore_Diploma,Umbria,Trentino-Alto Adige,true,5,5,0.2009,0.7613,36,false,0.0031,0.3978,0.2770,1
22163,Lavoratore_Laurea,Veneto,Lombardia,true,8,8,0.2254,0.5914,33,false,0.1623,0.2918,0.2434,1
21514,Disoccupato_Diploma,Calabria,Puglia,true,0,8,0.1099,0.3806,50,false,0.0502,0.2445,0.0000,1
31726,Lavoratore_Diploma,Toscana,Friuli-Venezia Giulia,true,6,6,0.0066,0.9617,59,false,0.0147,0.0005,0.0000,1
31673,Lavoratore_Laurea,Toscana,Emilia-Romagna,true,11,11,0.5237,0.3828,43,true,1.0000,0.1471,0.1680,1
21558,Lavoratore_Diploma,Calabria,Lazio,true,16,16,0.2654,1.2105,64,false,0.0143,0.7204,0.0000,1
39514,Lavoratore_Laurea,Sicilia,Trentino-Alto Adige,true,7,7,0.3280,0.9546,39,false,0.0026,0.6687,0.4237,1
25748,Lavoratore_Diploma,Campania,Veneto,true,3,3,0.2397,0.9151,42,false,0.0378,0.4577,0.2872,1
34982,Lavoratore_Laurea,Liguria,Abruzzo,false,2,2,-0.1864,0.5088,27,false,0.0027,-0.2991,-0.2096,1
21461,Lavoratore_Diploma,Calabria,Toscana,false,1,1,0.4872,0.7051,27,false,0.0044,0.7386,0.5839,1
27857,Lavoratore_Diploma,Puglia,Veneto,true,5,5,0.2712,0.8531,25,false,0.0164,0.4971,0.2744,1
26626,Lavoratore_Diploma,Abruzzo,Lombardia,true,2,2,0.2143,0.9536,48,false,0.0156,0.5716,0.0088,1
32445,Lavoratore_Diploma,Lombardia,Veneto,true,18,18,-0.0322,0.8162,43,false,0.1623,-0.2813,-0.0088,1
23400,Lavoratore_Diploma,Sardegna,Valle d'Aosta,true,4,4,0.1568,1.0428,41,false,0.0001,0.4358,0.0000,1
33543,Lavoratore_Diploma,Marche,Umbria,true,5,5,-0.0134,0.6236,43,false,0.0290,-0.0725,0.0000,1
23999,Lavoratore_Diploma,Sardegna,Friuli-Venezia Giulia,true,1,1,0.1901,0.8228,28,false,0.0010,0.4667,0.0000,1
37848,Lavoratore_Diploma,Valle d'Aosta,Trentino-Alto Adige,true,7,7,0.0726,0.8914,39,false,0.0002,0.1549,0.0823,1
25034,Lavoratore_Diploma,Campania,Veneto,true,3,3,0.1693,0.8702,34,false,0.0378,0.4249,0.0000,1
36338,Lavoratore_Diploma,Umbria,Friuli-Venezia Giulia,true,7,7,0.0540,0.7363,33,false,0.0042,0.1449,0.0000,1
34392,Lavoratore_Diploma,Liguria,Lombardia,true,2,2,0.4228,0.4851,29,false,0.4150,0.4899,0.3165,1
31878,Lavoratore_Diploma,Toscana,Emilia-Romagna,true,3,3,0.5215,0.4989,30,true,1.0000,0.1544,0.1448,1
26784,Lavoratore_Diploma,Abruzzo,Liguria,true,16,16,0.0784,0.9761,44,false,0.0027,0.2148,0.0000,1
27700,Lavoratore_Laurea,Puglia,Liguria,true,18,18,0.1684,1.1082,58,false,0.0027,0.2957,0.2988,1
24277,Lavoratore_Diploma,Molise,Lazio,false,2,2,0.5896,0.4487,25,true,0.0121,0.9351,0.6591,1
36605,Lavoratore_Diploma,Umbria,Lombardia,true,7,7,0.1894,0.8778,41,false,0.0187,0.4988,0.0088,1
37720,Lavoratore_Diploma,Valle d'Aosta,Trentino-Alto Adige,true,1,1,0.1372,0.7146,34,false,0.0002,0.1670,0.3780,1
34808,Lavoratore_Diploma,Liguria,Valle d'Aosta,true,25,25,0.0265,0.8468,54,false,0.0011,0.0724,0.0000,1
22471,Lavoratore_Diploma,Veneto,Lazio,false,7,7,0.1139,0.6091,30,false,0.0760,0.1577,0.1067,1
25121,Lavoratore_Diploma,Campania,Emilia-Romagna,true,15,15,0.1949,0.9562,45,false,0.0384,0.4950,0.0000,1
39127,Lavoratore_Laurea,Sicilia,Lombardia,true,8,8,0.4641,1.0438,53,false,0.0230,0.8090,0.8003,1
28254,Lavoratore_Diploma,Piemonte,Veneto,true,7,7,-0.0471,0.9032,34,false,0.0318,-0.0688,-0.1777,1
23048,Disoccupato_Laurea,Sardegna,Emilia-Romagna,true,0,9,0.1906,0.5210,47,false,0.0071,0.5213,0.0000,1
37742,Disoccupato_Diploma,Valle d'Aosta,Piemonte,true,0,13,0.0383,0.2580,48,false,0.0243,0.0771,0.0000,1
38768,Lavoratore_Diploma,Emilia-Romagna,Abruzzo,false,1,1,-0.3187,0.4574,22,false,0.0213,-0.5234,-0.3583,1
36083,Lavoratore_Diploma,Umbria,Valle d'Aosta,true,15,15,0.0771,1.1011,52,false,0.0001,0.2143,0.0000,1
29116,Lavoratore_Diploma,Basilicata,Umbria,true,11,11,0.1039,0.8810,43,false,0.0010,0.2876,0.0000,1
33857,Lavoratore_Laurea,Marche,Valle d'Aosta,true,5,5,0.0314,0.9332,42,false,0.0001,0.1466,-0.1047,1
30586,Lavoratore_Laurea,Friuli-Venezia Giulia,Emilia-Romagna,true,11,11,0.0747,0.5954,47,false,0.0239,0.1470,0.0560,1
38622,Lavoratore_Laurea,Emilia-Romagna,Piemonte,true,16,16,0.0596,0.7466,52,false,0.0454,-0.0008,0.1966,1
37136,Lavoratore_Diploma,Valle d'Aosta,Lazio,true,11,11,0.0505,1.0804,40,false,0.0005,0.1399,0.0000,1
25412,Lavoratore_Diploma,Campania,Trentino-Alto Adige,true,21,21,0.3406,1.1163,50,false,0.0056,0.6213,0.5628,1
21116,Lavoratore_Diploma,Calabria,Lombardia,true,8,8,0.3140,1.1859,35,false,0.0064,0.8650,0.0000,1
36709,Lavoratore_Diploma,Umbria,Lombardia,true,4,4,0.1876,0.7990,35,false,0.0187,0.4988,0.0000,1
31281,Lavoratore_Diploma,Toscana,Valle d'Aosta,true,5,5,0.0254,0.8519,34,false,0.0006,0.0698,0.0000,1
31269,Lavoratore_Diploma,Toscana,Lazio,true,7,7,0.1620,0.6526,27,false,0.1427,0.2709,0.0000,1
35727,Lavoratore_Diploma,Lazio,Emilia-Romagna,true,15,15,0.0223,0.8105,49,false,0.1059,-0.0666,0.0000,1
30875,Lavoratore_Laurea,Friuli-Venezia Giulia,Trentino-Alto Adige,true,19,19,0.1313,0.7193,55,false,0.0060,0.2255,0.2336,1
22307,Lavoratore_Diploma,Veneto,Marche,false,8,8,-0.0519,0.5727,32,false,0.0514,-0.1668,-0.0368,1
21598,Disoccupato_Diploma,Calabria,Piemonte,true,0,10,0.3590,0.8460,46,false,0.0023,0.7268,0.4738,1
24923,Disoccupato_Laurea,Molise,Piemonte,true,0,6,0.3837,0.7035,55,false,0.0007,0.6283,0.7722,1
37597,Lavoratore_Diploma,Valle d'Aosta,Veneto,false,14,14,0.0288,1.0018,56,false,0.0006,0.0037,0.0829,1
23123,Lavoratore_Laurea,Sardegna,Puglia,true,8,8,0.0301,0.9669,48,false,0.0033,0.0750,0.0085,1
38871,Lavoratore_Diploma,Emilia-Romagna,Puglia,true,8,8,-0.1504,1.0875,42,false,0.0138,-0.4348,0.0000,1
39811,Lavoratore_Diploma,Sicilia,Piemonte,true,7,7,0.3485,1.2446,47,false,0.0088,0.6184,0.5998,1
33617,Disoccupato_Diploma,Marche,Emilia-Romagna,false,0,21,0.0291,0.3105,52,false,0.0394,0.2476,-0.2063,1
34468,Lavoratore_Diploma,Liguria,Veneto,true,25,25,0.0356,1.0760,62,false,0.0192,0.0755,0.0000,1
30604,Lavoratore_Laurea,Friuli-Venezia Giulia,Liguria,true,6,6,-0.0228,0.8726,55,false,0.0024,-0.0016,-0.1144,1
37355,Lavoratore_Laurea,Valle d'Aosta,Lazio,true,16,16,0.0890,0.8949,50,false,0.0005,0.1455,0.1790,1
22323,Lavoratore_Diploma,Veneto,Lazio,true,6,6,0.0967,0.7860,34,false,0.0760,0.1474,0.0515,1
39277,Lavoratore_Laurea,Sicilia,Veneto,false,2,2,0.3909,0.6041,30,false,0.0147,0.5848,0.5671,1
39349,Disoccupato_Diploma,Sicilia,Marche,true,0,3,0.1412,0.8364,56,false,0.0081,0.3826,0.0000,1
33853,Lavoratore_Laurea,Marche,Veneto,true,5,5,0.0741,0.6660,53,false,0.0514,0.1481,-0.0081,1
39009,Lavoratore_Laurea,Sicilia,Friuli-Venezia Giulia,true,17,17,0.2703,1.0437,57,false,0.0034,0.4432,0.5368,1
24303,Lavoratore_Diploma,Molise,Piemonte,true,14,14,0.2452,1.1645,47,false,0.0007,0.5738,0.1886,1
27914,Lavoratore_Laurea,Puglia,Veneto,true,1,1,0.2143,0.8760,49,false,0.0164,0.3713,0.3607,1
25557,Lavoratore_Diploma,Campania,Molise,true,9,9,0.0091,0.5959,46,false,0.0871,-0.0802,0.0000,1
39774,Lavoratore_Diploma,Sicilia,Emilia-Romagna,false,4,4,0.4492,0.8816,31,false,0.0161,0.6626,0.6625,1
37006,Disoccupato_Diploma,Valle d'Aosta,Puglia,true,0,9,-0.1445,1.0143,61,false,0.0001,-0.4016,0.0000,1
22790,Lavoratore_Diploma,Veneto,Lombardia,true,1,1,0.1721,0.7358,40,false,0.1623,0.2813,0.0000,1
21681,Lavoratore_Diploma,Calabria,Liguria,true,9,9,0.1833,1.2019,47,false,0.0010,0.5081,0.0000,1
32618,Lavoratore_Laurea,Lombardia,Piemonte,true,19,19,0.1735,0.6157,53,false,0.5837,-0.2197,-0.0109,1
23479,Lavoratore_Diploma,Sardegna,Trentino-Alto Adige,true,10,10,0.2319,1.1104,48,false,0.0011,0.5907,0.0925,1
32195,Disoccupato_Diploma,Lombardia,Veneto,true,0,9,-0.0360,0.3598,31,false,0.1623,-0.2970,0.0000,1
20531,Lavoratore_Laurea,Trentino-Alto Adige,Lazio,true,21,21,0.0020,0.7646,46,false,0.0111,-0.0079,0.0000,1
21753,Lavoratore_Diploma,Calabria,Trentino-Alto Adige,true,3,3,0.3996,0.9254,25,false,0.0008,0.9357,0.0823,1
34406,Lavoratore_Diploma,Liguria,Sardegna,true,4,4,-0.1875,0.7802,29,false,0.0029,-0.4640,0.0000,1
22943,Lavoratore_Diploma,Veneto,Liguria,true,1,1,-0.0458,0.6085,23,false,0.0192,-0.1019,-0.0492,1
32418,Lavoratore_Diploma,Lombardia,Toscana,false,3,3,-0.2202,0.5479,34,false,0.1700,-0.4088,-0.4161,1
31736,Lavoratore_Diploma,Toscana,Marche,true,12,12,-0.0104,0.7223,45,false,0.0355,-0.0719,0.0000,1
39436,Lavoratore_Diploma,Sicilia,Lazio,true,9,9,0.2589,0.9349,54,false,0.0642,0.6418,0.0000,1
25558,Lavoratore_Laurea,Campania,Veneto,true,20,20,0.2778,0.8983,55,false,0.0378,0.4393,0.5069,1
32343,Lavoratore_Laurea,Lombardia,Trentino-Alto Adige,true,8,8,-0.0180,0.5579,42,false,0.0883,-0.1403,-0.0299,1
29418,Lavoratore_Laurea,Basilicata,Valle d'Aosta,true,6,6,0.2645,0.9603,43,false,0.0000,0.5157,0.3877,1
20475,Lavoratore_Diploma,Trentino-Alto Adige,Marche,false,9,9,-0.2210,0.6421,31,false,0.0046,-0.3417,-0.3221,1
33608,Lavoratore_Diploma,Marche,Friuli-Venezia Giulia,false,3,3,0.0638,0.4545,23,false,0.0141,0.1048,0.0583,1
35392,Lavoratore_Laurea,Lazio,Marche,true,1,1,-0.0944,0.5256,50,false,0.0730,-0.3118,-0.0693,1
27723,Disoccupato_Diploma,Puglia,Molise,false,0,3,-0.0588,0.2948,37,false,0.0077,-0.1605,-0.0205,1
20795,Lavoratore_Laurea,Trentino-Alto Adige,Lombardia,true,5,5,0.0925,0.6111,50,false,0.0883,0.1499,0.0000,1
21387,Disoccupato_Diploma,Calabria,Sicilia,false,0,3,0.0722,0.3549,34,false,0.0282,0.0937,0.0941,1
23646,Lavoratore_Diploma,Sardegna,Emilia-Romagna,true,17,17,0.1863,1.2246,61,false,0.0071,0.5091,0.0000,1
30540,Disoccupato_Diploma,Friuli-Venezia Giulia,Piemonte,true,0,14,0.0558,0.6995,40,false,0.0045,0.1496,0.0000,1
27216,Lavoratore_Diploma,Puglia,Valle d'Aosta,true,7,7,0.1301,1.2105,41,false,0.0001,0.3614,0.0000,1
31656,Lavoratore_Diploma,Toscana,Puglia,true,3,3,-0.0994,0.9999,42,false,0.0126,-0.2916,0.0000,1
32346,Lavoratore_Laurea,Lombardia,Piemonte,true,8,8,0.1735,0.5436,45,false,0.5837,-0.2197,-0.0109,1
39889,Lavoratore_Diploma,Sicilia,Veneto,true,6,6,0.1881,1.1440,47,false,0.0147,0.5051,0.0000,1
22922,Lavoratore_Diploma,Veneto,Liguria,true,7,7,-0.0188,0.8504,38,false,0.0192,-0.0755,0.0000,1
39746,Lavoratore_Laurea,Sicilia,Friuli-Venezia Giulia,true,6,6,0.2703,0.8929,43,false,0.0034,0.4432,0.5368,1
25079,Lavoratore_Diploma,Campania,Trentino-Alto Adige,true,4,4,0.2288,1.1282,55,false,0.0056,0.5766,0.0925,1
33696,Lavoratore_Diploma,Marche,Friuli-Venezia Giulia,true,1,1,0.0322,0.6501,50,false,0.0141,0.0724,0.0000,1
37586,Lavoratore_Diploma,Valle d'Aosta,Lazio,true,19,19,0.0505,1.1104,47,false,0.0005,0.1399,0.0000,1
35921,Lavoratore_Laurea,Lazio,Emilia-Romagna,true,6,6,0.0260,0.6568,51,false,0.1059,-0.0711,0.0262,1
36046,Lavoratore_Diploma,Umbria,Lombardia,false,2,2,0.4398,0.5685,27,false,0.0187,0.7272,0.4540,1
24298,Lavoratore_Laurea,Molise,Trentino-Alto Adige,true,13,13,0.3977,0.9161,55,false,0.0003,0.6687,0.7705,1
27103,Lavoratore_Diploma,Puglia,Lombardia,true,7,7,0.3682,1.1530,31,false,0.0169,0.6961,0.5418,1
25067,Lavoratore_Diploma,Campania,Trentino-Alto Adige,false,4,4,0.6130,0.7284,27,false,0.0056,0.8374,0.8294,1
31443,Lavoratore_Diploma,Toscana,Liguria,true,27,27,0.0129,0.9150,57,false,0.0317,-0.0026,0.0000,1
21696,Lavoratore_Diploma,Calabria,Emilia-Romagna,true,5,5,0.2373,1.1810,51,false,0.0047,0.6538,0.0000,1
28120,Lavoratore_Laurea,Piemonte,Puglia,true,14,14,-0.2927,1.0722,55,false,0.0056,-0.4435,-0.6659,1
29336,Lavoratore_Diploma,Basilicata,Trentino-Alto Adige,true,18,18,0.3694,1.1529,48,false,0.0004,0.7077,0.5628,1
35315,Lavoratore_Laurea,Lazio,Lombardia,true,5,5,0.1366,0.8614,49,false,0.0820,0.1478,0.2337,1
30374,Lavoratore_Diploma,Friuli-Venezia Giulia,Lazio,true,24,24,0.0818,0.9720,51,false,0.0148,0.2093,0.0000,1
22927,Lavoratore_Laurea,Veneto,Lazio,true,6,6,0.1017,0.7484,54,false,0.0760,0.1440,0.0823,1
24234,Lavoratore_Diploma,Molise,Campania,true,9,9,0.0691,0.5839,44,false,0.0871,0.0864,0.0000,1
30278,Lavoratore_Diploma,Friuli-Venezia Giulia,Lombardia,true,14,14,0.1355,0.9318,38,false,0.0187,0.3538,0.0000,1
36823,Lavoratore_Laurea,Umbria,Lazio,false,0,0,0.3288,0.1627,23,true,0.1182,0.4968,0.3109,1
29895,Lavoratore_Diploma,Basilicata,Emilia-Romagna,true,11,11,0.2080,1.0182,43,false,0.0025,0.5752,0.0000,1
28959,Lavoratore_Diploma,Piemonte,Veneto,false,6,6,-0.1278,0.6640,28,false,0.0318,-0.1015,-0.2724,1
30612,Lavoratore_Diploma,Friuli-Venezia Giulia,Liguria,false,5,5,-0.0321,0.7934,33,false,0.0024,-0.0033,-0.0963,1
24104,Lavoratore_Laurea,Molise,Piemonte,true,7,7,0.3732,0.9773,51,false,0.0007,0.5894,0.7894,1
35437,Lavoratore_Diploma,Lazio,Piemonte,true,23,23,0.0249,1.2615,62,false,0.0251,-0.0680,0.1886,1
34547,Lavoratore_Laurea,Liguria,Marche,false,2,2,-0.0428,0.4477,26,false,0.0034,-0.0987,-0.0194,1
29887,Lavoratore_Diploma,Basilicata,Toscana,false,3,3,0.4079,0.6677,28,false,0.0024,0.6274,0.4805,1
38545,Lavoratore_Laurea,Emilia-Romagna,Liguria,true,19,19,-0.0717,0.6249,49,false,0.0377,-0.1485,-0.1704,1
20354,Lavoratore_Diploma,Trentino-Alto Adige,Lombardia,true,19,19,0.0876,0.7522,48,false,0.0883,0.1398,-0.0061,1
34657,Lavoratore_Diploma,Liguria,Trentino-Alto Adige,true,24,24,0.1038,0.9603,59,false,0.0072,0.2273,0.0925,1
31675,Lavoratore_Diploma,Toscana,Veneto,true,21,21,0.0921,0.7625,49,false,0.1509,0.0730,0.0000,1
21974,Lavoratore_Diploma,Calabria,Emilia-Romagna,true,2,2,0.2373,1.0650,43,false,0.0047,0.6538,0.0000,1
26480,Lavoratore_Diploma,Abruzzo,Trentino-Alto Adige,true,9,9,0.1790,0.8932,45,false,0.0025,0.4421,0.0925,1
27287,Lavoratore_Laurea,Puglia,Trentino-Alto Adige,true,12,12,0.3210,1.0089,56,false,0.0025,0.5228,0.6469,1
27986,Lavoratore_Diploma,Puglia,Trentino-Alto Adige,true,8,8,0.2057,1.2908,57,false,0.0025,0.5163,0.0925,1
20193,Lavoratore_Diploma,Trentino-Alto Adige,Marche,true,17,17,-0.1600,0.8380,43,false,0.0046,-0.3197,-0.2306,1
31381,Lavoratore_Laurea,Toscana,Veneto,false,5,5,0.1057,0.3638,29,false,0.1509,0.1004,0.0777,1
20341,Lavoratore_Laurea,Trentino-Alto Adige,Lombardia,false,3,3,0.1341,0.3485,27,false,0.0883,0.1931,0.1070,1
21108,Lavoratore_Diploma,Calabria,Valle d'Aosta,true,2,2,0.2089,1.3256,61,false,0.0000,0.5805,0.0000,1
